Customerkey,First Name,Last Name,Gender,DateFirstPurchase,Customer City
17956,Jaime,Gomez,MALE,2011-01-20,Metz
17957,Misty,Yuan,FEMALE,2011-01-28,Sèvres
17958,Ricardo,Lal,MALE,2012-09-24,London
17959,Ebony,Srini,FEMALE,2012-09-12,London
17960,Marie,Rodriguez,FEMALE,2012-09-13,Oxford
17961,Meghan,Blanco,FEMALE,2013-11-04,Maidenhead
17962,Colin,Zhou,MALE,2012-09-14,London
17963,Natalie,Collins,FEMALE,2012-11-28,Darmstadt
17964,Darren,Suri,MALE,2012-12-01,Solingen
17965,Warren,Chander,MALE,2012-09-20,W. York
17966,Kellie,Gutierrez,FEMALE,2012-09-19,Watford
17967,Cassandra,Gonzalez,FEMALE,2013-12-28,York
17968,Nina,Black,FEMALE,2012-09-13,Warrington
17969,Jeffery,Li,MALE,2012-09-11,Kirkby
17970,Erick,Martinez,MALE,2013-04-01,Berlin
17971,Mayra,Perez,FEMALE,2011-02-22,Colombes
17972,Alisha,Ma,FEMALE,2012-10-15,Runcorn
17973,Johnathan,Rodriguez,MALE,2011-03-21,Paris
17974,Kate,Raje,FEMALE,2012-10-20,Berkshire
17975,Candace,Sai,FEMALE,2011-03-31,Cergy
17976,Daisy,Carlson,FEMALE,2012-12-20,München
17977,Valerie,Zeng,FEMALE,2012-10-25,Birmingham
17978,Armando,Diaz,MALE,2012-10-18,Bury
17979,Lisa,Lin,FEMALE,2012-10-10,Runcorn
17980,Paige,Hughes,FEMALE,2012-12-02,Kassel
17981,Fernando,Mitchell,MALE,2012-09-29,Warrington
17982,Francisco,Mehta,MALE,2011-05-19,Saint Ouen
17983,Carol,Saunders,FEMALE,2012-12-14,Hamburg
17984,Barbara,Andersen,FEMALE,2012-12-19,Hof
17985,Cedric,Sun,MALE,2012-12-24,Kiel
17986,Monica,Malhotra,FEMALE,2012-12-16,München
17987,Cara,Sun,FEMALE,2011-05-05,Paris
17988,Alfredo,Diaz,MALE,2013-10-23,Paris
17989,Tiffany,Sun,FEMALE,2012-12-03,Ingolstadt
17990,Kristina,Patel,FEMALE,2012-10-22,Milton Keynes
17991,Richard,Kelly,MALE,2013-07-24,Kirkby
17992,Sandra,Ma,FEMALE,2013-02-27,Solingen
17993,Richard,Williams,MALE,2013-02-03,Hamburg
17994,Bradley,Xu,MALE,2013-02-16,Berlin
17995,Sabrina,Jimenez,FEMALE,2013-09-03,Stuttgart
17996,Cedric,Raji,MALE,2011-06-07,Les Ulis
17997,April,Sharma,FEMALE,2013-04-18,Villeneuve-d'Ascq
17998,Tammy,Weber,FEMALE,2012-12-25,Neunkirchen
17999,Byron,Romero,MALE,2011-06-24,Dunkerque
18000,Ramon,She,MALE,2012-10-12,Billericay
18001,Ross,Suri,MALE,2013-11-11,Berlin
18002,Gina,Navarro,FEMALE,2013-09-21,Berlin
18003,Edwin,Chande,MALE,2014-01-24,Werne
18004,Tonya,Shen,FEMALE,2011-06-10,Paris
18005,Renee,Ramos,FEMALE,2012-12-20,Hamburg
18006,Franklin,Chander,MALE,2013-05-01,Paderborn
18007,Michele,Suri,FEMALE,2013-07-27,Bracknell
18008,Deanna,Sai,FEMALE,2011-07-17,Drancy
18009,Deanna,Prasad,FEMALE,2011-07-27,Lieusaint
18010,Clarence,Jai,MALE,2011-08-06,Orleans
18011,Frank,Gomez,MALE,2011-08-04,Paris
18012,Karen,Zhu,FEMALE,2013-11-02,Gloucestershire
18013,Kathleen,Munoz,FEMALE,2014-01-14,London
18014,Wayne,Xu,MALE,2013-04-06,Croix
18015,Haley,Edwards,FEMALE,2013-11-14,Dunkerque
18016,Tiffany,Liu,FEMALE,2013-11-14,Saint-Denis
18017,Kurt,Shan,MALE,2013-02-17,Berlin
18018,Peter,Xie,MALE,2013-09-08,Verrieres Le Buisson
18019,Yolanda,Raji,FEMALE,2012-12-03,München
18020,Armando,Ruiz,MALE,2013-08-23,Solingen
18021,Trisha,She,FEMALE,2012-10-03,Milton Keynes
18022,Victor,Alvarez,MALE,2013-02-27,Berlin
18023,Terrence,Raji,MALE,2013-10-01,Bonn
18024,Nancy,Kapoor,FEMALE,2013-04-01,Woolston
18025,Benjamin,Flores,MALE,2013-08-20,Lille
18026,Alisha,He,FEMALE,2012-10-29,Oxon
18027,Alexia,Griffin,FEMALE,2012-12-12,Saarlouis
18028,Jessie,Zheng,MALE,2012-11-11,Oxford
18029,Carmen,Malhotra,FEMALE,2013-08-26,Bottrop
18030,Victor,Torres,MALE,2013-03-06,Liverpool
18031,Shawna,Tang,FEMALE,2013-05-16,Offenbach
18032,Cassie,Raji,FEMALE,2013-05-05,Paris
18033,Evelyn,Patel,FEMALE,2013-09-01,Solingen
18034,Ethan,Robinson,MALE,2013-05-21,Paderborn
18035,Karen,Zhang,FEMALE,2013-12-26,Werne
18036,Bruce,Sanchez,MALE,2013-03-28,Duesseldorf
18037,Bruce,Garcia,MALE,2013-09-09,Gloucestershire
18038,Kelli,Kumar,FEMALE,2011-08-11,Chatou
18039,Logan,Clark,MALE,2011-09-04,Dunkerque
18040,Curtis,Liu,MALE,2013-06-29,Suresnes
18041,Sheena,Xie,FEMALE,2013-07-17,Leeds
18042,Stanley,Srini,MALE,2013-04-01,York
18043,Katie,Chande,FEMALE,2013-05-20,Dunkerque
18044,Kendra,Carlson,FEMALE,2013-09-07,London
18045,Toni,Arun,FEMALE,2012-12-08,München
18046,Terry,Jai,MALE,2011-09-23,Verrieres Le Buisson
18047,Latasha,Alvarez,FEMALE,2011-12-29,Bonn
18048,Alisha,Sun,FEMALE,2013-11-18,Berks
18049,Patrick,Watson,MALE,2013-09-13,Lynnwood
18050,Sara,Cooper,FEMALE,2013-09-09,Oakland
18051,Caroline,Price,FEMALE,2013-12-02,Shawnee
18052,Maria,Young,FEMALE,2013-09-17,San Francisco
18053,Stefanie,Smith,FEMALE,2013-02-11,Charlotte
18054,Jake,Zeng,MALE,2013-04-23,Cliffside
18055,Trevor,Harrison,MALE,2013-02-12,Langford
18056,Haley,Price,FEMALE,2013-09-06,El Cajon
18057,Logan,Washington,MALE,2013-09-02,Lakewood
18058,Riley,Patterson,FEMALE,2013-09-03,Berkeley
18059,Bailey,Gonzalez,FEMALE,2013-09-07,Walla Walla
18060,Sara,Carter,FEMALE,2013-09-01,Redmond
18061,Jesse,Bailey,MALE,2013-07-14,Daly City
18062,Dylan,Anderson,MALE,2013-09-22,San Gabriel
18063,Alexandria,Ward,FEMALE,2013-03-26,San Carlos
18064,Catherine,Rivera,FEMALE,2013-03-22,Lakewood
18065,Julia,Brown,FEMALE,2013-09-04,Haney
18066,Steve,He,MALE,2013-11-12,Beverly Hills
18067,Jackson,King,MALE,2013-11-17,Portland
18068,Ethan,Walker,MALE,2013-10-31,Woodland Hills
18069,Elijah,Hill,MALE,2013-08-01,El Cajon
18070,Alyssa,Martinez,FEMALE,2014-01-23,Santa Monica
18071,Katelyn,Campbell,FEMALE,2013-04-25,Grossmont
18072,Maria,Perez,FEMALE,2013-09-07,W. Linn
18073,Robert,Chen,MALE,2014-01-20,San Gabriel
18074,Julia,Hall,FEMALE,2013-07-19,Lynnwood
18075,Courtney,Adams,FEMALE,2013-11-05,Torrance
18076,Andre,Mehta,MALE,2013-10-29,Chula Vista
18077,Philip,Ruiz,MALE,2013-05-30,Cliffside
18078,Ruben,Srini,MALE,2013-03-27,Cliffside
18079,Victoria,Martin,FEMALE,2013-09-16,La Jolla
18080,Paige,Richardson,FEMALE,2013-09-04,Novato
18081,Amanda,Parker,FEMALE,2013-07-12,Port Hammond
18082,Steven,Sanchez,MALE,2013-11-08,Edmonds
18083,Osarumwense,Agbonile,MALE,2013-06-30,Issaquah
18084,Jessica,Diaz,FEMALE,2013-09-19,Redmond
18085,Christy,Nath,FEMALE,2013-09-27,Colma
18086,Jaclyn,Zeng,FEMALE,2013-09-11,Concord
18087,Marcus,Long,MALE,2013-08-29,Grossmont
18088,Seth,Stewart,MALE,2013-09-12,Lincoln Acres
18089,Melanie,Gonzales,FEMALE,2013-11-29,Langford
18090,Lucas,Smith,MALE,2013-04-21,Langley
18091,Chase,Bell,MALE,2013-12-05,Metchosin
18092,Eduardo,Baker,MALE,2013-12-02,N. Vancouver
18093,Grace,Johnson,FEMALE,2013-06-16,Salem
18094,Roy,Alonso,MALE,2013-02-19,Bellflower
18095,Thomas,Campbell,MALE,2013-02-05,Beverly Hills
18096,Ariana,Kelly,FEMALE,2013-09-06,Beverly Hills
18097,Sydney,Stewart,FEMALE,2013-03-22,Renton
18098,Edward,Lee,MALE,2013-09-06,W. Linn
18099,Marcus,Edwards,MALE,2013-06-10,Glendale
18100,Kyle,Li,MALE,2013-07-17,Newport Beach
18101,Bailey,Turner,FEMALE,2013-11-18,Novato
18102,Nicholas,Lewis,MALE,2013-02-04,Spring Valley
18103,Chelsea,Gonzalez,FEMALE,2013-12-10,Cliffside
18104,Taylor,Coleman,FEMALE,2013-04-02,Tacoma
18105,Destiny,Brooks,FEMALE,2013-03-26,W. Linn
18106,Carson,Alexander,MALE,2013-04-21,Bellflower
18107,Laura,Liang,FEMALE,2014-01-03,Burlingame
18108,Colin,Gao,MALE,2013-09-01,Colma
18109,Samuel,Campbell,MALE,2013-02-23,La Jolla
18110,Austin,Li,MALE,2013-02-03,Long Beach
18111,Timothy,Morris,MALE,2013-02-15,Mill Valley
18112,Sophia,Gonzalez,FEMALE,2013-06-10,San Francisco
18113,Abigail,Simmons,FEMALE,2013-11-07,Torrance
18114,Alexandria,Foster,FEMALE,2014-01-14,West Covina
18115,Richard,Young,MALE,2013-11-23,Seattle
18116,Thomas,Li,MALE,2013-10-12,N. Vancouver
18117,Fernando,Washington,MALE,2013-12-23,Redmond
18118,Megan,Reed,FEMALE,2013-11-29,Newton
18119,Shawn,Nath,MALE,2013-10-19,Colma
18120,Isabella,Martin,FEMALE,2013-09-06,Berkeley
18121,Madeline,Young,FEMALE,2013-09-16,Spokane
18122,Justin,Hughes,MALE,2013-10-25,Langley
18123,Emily,Hughes,FEMALE,2013-03-03,Downey
18124,Calvin,Chander,MALE,2013-09-16,Neunkirchen
18125,Leah,Cai,FEMALE,2011-12-30,Sulzbach Taunus
18126,Larry,Ortega,MALE,2012-11-21,Leeds
18127,Franklin,He,MALE,2012-11-03,London
18128,Roberto,Suarez,MALE,2013-04-15,Bobigny
18129,Elizabeth,Rodriguez,FEMALE,2013-06-05,Chatou
18130,Kaitlyn,Mitchell,FEMALE,2012-01-08,Neunkirchen
18131,Ann,Malhotra,FEMALE,2011-09-16,Roissy en Brie
18132,Adrienne,Blanco,FEMALE,2011-09-14,Sèvres
18133,Karen,Smith,FEMALE,2012-02-07,Frankfurt
18134,Melody,Romero,FEMALE,2012-02-12,Hof
18135,Blake,Diaz,MALE,2012-11-04,Gateshead
18136,Carl,Xie,MALE,2012-11-16,London
18137,Gabriel,Kumar,MALE,2011-09-03,Saint Germain en Laye
18138,Walter,Alonso,MALE,2013-12-06,Paris
18139,Jennifer,Washington,FEMALE,2012-02-23,Hamburg
18140,Anthony,White,MALE,2012-02-21,Neunkirchen
18141,Deanna,Chandra,FEMALE,2012-11-04,Berkshire
18142,Riley,Bradley,FEMALE,2013-10-28,Roubaix
18143,Chad,Shen,MALE,2011-10-05,Paris
18144,Katie,Chapman,FEMALE,2013-11-30,Paris
18145,David,So,MALE,2013-02-10,Bonn
18146,Eugene,Wang,MALE,2013-10-23,Hamburg
18147,Katrina,Luo,FEMALE,2012-11-27,York
18148,Jaclyn,Huang,FEMALE,2011-10-16,Colombes
18149,Rebekah,Blanco,FEMALE,2013-04-04,Berkshire
18150,Mitchell,Deng,MALE,2013-02-21,Colombes
18151,Brendan,She,MALE,2013-03-23,Saint Germain en Laye
18152,Bryant,Suri,MALE,2013-02-26,Pantin
18153,Karen,Gao,FEMALE,2014-01-02,Berlin
18154,Calvin,She,MALE,2013-05-27,Berlin
18155,Arianna,Morgan,FEMALE,2013-06-30,Billericay
18156,Trisha,Zhang,FEMALE,2013-09-01,High Wycombe
18157,Isabella,Hall,FEMALE,2012-04-19,Frankfurt
18158,Jeremiah,Griffin,MALE,2012-10-28,Oxford
18159,Jaime,Serrano,FEMALE,2014-01-23,Saint Ouen
18160,Bryan,Rivera,MALE,2012-11-17,Gateshead
18161,Tanya,Sanz,FEMALE,2013-05-24,Cergy
18162,Misty,Pal,FEMALE,2013-10-10,Colombes
18163,Gabriel,Zhang,MALE,2011-11-12,Metz
18164,Alisha,Wang,FEMALE,2012-05-18,Salzgitter
18165,Randall,Gill,MALE,2013-04-11,Birmingham
18166,Julian,Wood,MALE,2012-11-09,Oxford
18167,Raul,Chander,MALE,2012-06-05,Frankfurt am Main
18168,Pedro,Sanz,MALE,2012-11-19,Esher-Molesey
18169,Alisha,Liang,FEMALE,2013-03-26,Berlin
18170,Adam,Perez,MALE,2013-03-08,Ingolstadt
18171,Alejandro,Zeng,MALE,2012-06-26,Stuttgart
18172,Willie,Black,MALE,2013-10-20,Birmingham
18173,Brent,Zhang,MALE,2012-11-03,London
18174,Jill,Munoz,FEMALE,2013-01-30,Orly
18175,Carrie,Hernandez,FEMALE,2011-11-22,Paris
18176,Bradley,Kumar,MALE,2012-06-10,Leipzig
18177,Reginald,Suarez,MALE,2012-11-04,London
18178,Tracy,Goel,FEMALE,2013-06-08,Reading
18179,Chelsea,McDonald,FEMALE,2013-04-17,Paris
18180,Juan,Howard,MALE,2013-05-10,Kassel
18181,Neil,Diaz,MALE,2013-05-26,London
18182,Kristi,Prasad,FEMALE,2013-04-09,Berlin
18183,Meagan,Schmidt,FEMALE,2012-06-22,Paderborn
18184,Leonard,Chande,MALE,2013-10-16,Paris
18185,Laura,Huang,FEMALE,2012-06-17,Leipzig
18186,Lori,Hernandez,FEMALE,2013-04-13,Newcastle upon Tyne
18187,Dennis,Gao,MALE,2013-06-03,West Sussex
18188,Jeffery,Wang,MALE,2011-04-04,Warrnambool
18189,Nancy,Mehta,FEMALE,2011-04-04,Silverwater
18190,Danny,Diaz,MALE,2013-03-20,Findon
18191,Julie,Sharma,FEMALE,2013-01-30,North Sydney
18192,Max,Hernandez,MALE,2013-04-06,North Sydney
18193,Louis,Yuan,MALE,2011-04-09,Lavender Bay
18194,Yolanda,Kumar,FEMALE,2013-05-22,Perth
18195,Walter,Sanz,MALE,2013-04-21,Lane Cove
18196,Ivan,Rana,MALE,2011-05-11,Coffs Harbour
18197,Jenny,Zimmerman,FEMALE,2013-02-19,Darlinghurst
18198,Cedric,Xu,MALE,2011-05-17,Darlinghurst
18199,Brandy,Lopez,FEMALE,2013-05-30,Malabar
18200,Alfredo,Gomez,MALE,2011-05-07,Port Macquarie
18201,Karla,Xie,FEMALE,2011-05-14,Port Macquarie
18202,Erika,Gill,FEMALE,2011-05-30,Townsville
18203,Louis,Kumar,MALE,2011-05-11,Milsons Point
18204,Tiffany,Cai,FEMALE,2011-05-09,Rockhampton
18205,Lindsey,Raji,FEMALE,2011-05-08,Port Macquarie
18206,Bruce,Madan,MALE,2013-04-22,Coffs Harbour
18207,Phillip,Gonzalez,MALE,2011-05-16,Silverwater
18208,Latoya,Nara,FEMALE,2011-05-14,Lavender Bay
18209,Ann,Chandra,FEMALE,2011-05-10,Goulburn
18210,Katie,Lal,FEMALE,2011-05-03,Silverwater
18211,Jaclyn,Sun,FEMALE,2013-03-01,Caloundra
18212,Marc,Ramos,MALE,2011-05-15,St. Leonards
18213,Sheena,Raji,FEMALE,2011-05-11,Cloverdale
18214,Ronald,Suri,MALE,2011-05-29,Melbourne
18215,Ashley,Taylor,FEMALE,2013-10-31,Rockhampton
18216,Susan,Zhang,FEMALE,2013-02-23,Townsville
18217,Danny,Alonso,MALE,2011-05-09,Hawthorne
18218,Thomas,Powell,MALE,2011-05-11,Wollongong
18219,Felicia,Gomez,FEMALE,2011-05-22,Wollongong
18220,Brent,Huang,MALE,2011-05-07,Brisbane
18221,Marc,Alvarez,MALE,2013-08-09,Hawthorne
18222,Carolyn,Suarez,FEMALE,2011-05-15,St. Leonards
18223,Noah,Clark,MALE,2013-02-25,Corvallis
18224,Vanessa,Perry,FEMALE,2013-11-05,Marysville
18225,Paige,Jenkins,FEMALE,2013-11-05,Marysville
18226,Joseph,Walker,MALE,2013-10-20,Seattle
18227,Miranda,Diaz,FEMALE,2013-09-29,Lynnwood
18228,Adam,Parker,MALE,2013-10-04,Santa Cruz
18229,Gabriella,Ward,FEMALE,2013-10-26,Burlingame
18230,Brianna,Perry,FEMALE,2013-11-22,Bellflower
18231,Janet,Gutierrez,FEMALE,2013-11-27,Berkeley
18232,Sophia,Edwards,FEMALE,2013-11-08,Novato
18233,Mackenzie,Bailey,FEMALE,2013-09-29,Olympia
18234,Alexandria,Russell,FEMALE,2013-10-07,Sedro Woolley
18235,Vincent,Guo,MALE,2013-08-31,Beverly Hills
18236,Andrew,Wilson,MALE,2013-10-18,Shawnee
18237,Nicole,Russell,FEMALE,2013-09-30,Cliffside
18238,Eduardo,Harris,MALE,2011-05-05,Caloundra
18239,Alisha,Zhu,FEMALE,2011-05-26,Malabar
18240,Arthur,Smith,MALE,2011-05-24,Melton
18241,Tony,Sharma,MALE,2011-05-07,Springwood
18242,Christine,Pal,FEMALE,2011-05-30,Newcastle
18243,Cesar,Sai,MALE,2011-05-06,Milsons Point
18244,Lindsay,Chande,FEMALE,2011-05-20,East Brisbane
18245,Misty,Goel,FEMALE,2011-05-16,Brisbane
18246,Terrence,Raje,MALE,2011-05-12,Springwood
18247,Donna,Beck,FEMALE,2013-07-15,Melbourne
18248,Pedro,Moreno,MALE,2011-05-25,Caloundra
18249,Alison,Chander,FEMALE,2011-05-19,Perth
18250,Jeremiah,Hall,MALE,2011-05-05,Geelong
18251,Ricky,Sanz,MALE,2011-05-29,Geelong
18252,Alvin,Sun,MALE,2011-05-30,Bendigo
18253,Trisha,Guo,FEMALE,2013-05-11,Melbourne
18254,Larry,Martin,MALE,2011-05-21,Lane Cove
18255,Rachel,Griffin,FEMALE,2011-05-12,Geelong
18256,Gilbert,Cai,MALE,2013-02-27,Brisbane
18257,Krista,Jimenez,FEMALE,2013-03-16,Cranbourne
18258,Cassie,Chander,FEMALE,2013-06-18,Matraville
18259,Bailey,Torres,FEMALE,2013-02-20,Melbourne
18260,Jodi,Sharma,FEMALE,2011-05-23,Warrnambool
18261,Stacy,Ramos,FEMALE,2013-08-30,Perth
18262,Evelyn,Rana,FEMALE,2013-10-20,Sydney
18263,Karla,Jai,FEMALE,2013-02-24,Coffs Harbour
18264,Jeffery,Ma,MALE,2013-09-21,Darlinghurst
18265,Trisha,Cai,FEMALE,2013-09-17,North Sydney
18266,Mandy,Huang,FEMALE,2013-08-04,Melton
18267,Brad,Jai,MALE,2013-02-17,Goulburn
18268,Preston,Chapman,MALE,2011-05-16,South Melbourne
18269,Wendy,Torres,FEMALE,2011-05-20,Hawthorne
18270,Rachael,Rana,FEMALE,2013-07-02,Wollongong
18271,Darrell,Yuan,MALE,2013-04-08,North Sydney
18272,Autumn,Lin,FEMALE,2011-05-10,Lavender Bay
18273,Natalie,Moore,FEMALE,2011-05-28,Melbourne
18274,Carla,Sanchez,FEMALE,2013-10-25,Newcastle
18275,Heather,Yang,FEMALE,2011-05-14,Gold Coast
18276,Alexa,Murphy,FEMALE,2011-06-17,Cranbourne
18277,Terry,Lal,MALE,2011-06-15,Hawthorne
18278,Lucas,Powell,MALE,2013-04-09,Sunbury
18279,Rachael,Suri,FEMALE,2013-12-06,Wollongong
18280,Jimmy,Alonso,MALE,2013-11-22,Hobart
18281,Jaclyn,Li,FEMALE,2011-06-01,Milsons Point
18282,Candace,Kapoor,FEMALE,2013-02-13,Gold Coast
18283,Mallory,Vazquez,FEMALE,2013-08-02,Hobart
18284,Carl,Deng,MALE,2011-06-13,Hobart
18285,Roberto,Romero,MALE,2013-04-01,Newcastle
18286,Holly,Suri,FEMALE,2013-02-19,Caloundra
18287,Heather,Zeng,FEMALE,2013-02-26,Lavender Bay
18288,Daisy,Suarez,FEMALE,2011-06-07,Goulburn
18289,Jaclyn,Raji,FEMALE,2013-10-15,Milsons Point
18290,Audrey,Hernandez,FEMALE,2013-02-08,Darlinghurst
18291,Jennifer,Hill,FEMALE,2013-06-20,Melton
18292,Louis,Tang,MALE,2013-08-02,South Melbourne
18293,Austin,Butler,MALE,2013-01-28,Rockhampton
18294,Denise,Prasad,FEMALE,2013-05-12,Sunbury
18295,Ajay,Solanki,FEMALE,2013-04-21,Brisbane
18296,Trisha,Li,FEMALE,2011-06-10,Coffs Harbour
18297,Gloria,Alvarez,FEMALE,2011-06-25,Milsons Point
18298,Geoffrey,Malhotra,MALE,2013-07-19,North Ryde
18299,Colin,Deng,MALE,2013-07-25,Townsville
18300,Diane,Ramos,FEMALE,2013-04-15,Cloverdale
18301,Julie,Xu,FEMALE,2011-06-08,Sunbury
18302,Wayne,Xie,MALE,2011-06-25,Cranbourne
18303,Shannon,Serrano,MALE,2011-06-17,North Sydney
18304,Yolanda,She,FEMALE,2013-04-21,Silverwater
18305,Kelvin,Xu,MALE,2013-07-09,Warrnambool
18306,Margaret,Lin,FEMALE,2013-06-15,Melbourne
18307,Amy,Zhang,FEMALE,2011-06-12,Goulburn
18308,Erica,Chen,FEMALE,2011-06-10,South Melbourne
18309,Mandy,Wu,FEMALE,2011-06-02,Port Macquarie
18310,Lance,Romero,MALE,2013-06-12,Rhodes
18311,Jennifer,Mitchell,FEMALE,2013-12-15,El Cajon
18312,Miguel,Moore,MALE,2013-04-02,Daly City
18313,Arianna,Foster,FEMALE,2013-11-30,Burlingame
18314,Eric,Perry,MALE,2013-03-21,Langley
18315,Melody,Dominguez,FEMALE,2013-06-27,Carol Stream
18316,Justin,Kumar,MALE,2013-10-25,Olympia
18317,Samantha,Jones,FEMALE,2013-11-21,Shawnee
18318,Benjamin,Hughes,MALE,2013-10-01,Lynnwood
18319,Aimee,Sun,FEMALE,2013-04-24,Rhodes
18320,Luis,Jai,MALE,2013-09-10,Vancouver
18321,Sebastian,Cook,MALE,2013-03-27,Woodburn
18322,Antonio,Ross,MALE,2013-04-05,Port Hammond
18323,Jeremy,Clark,MALE,2013-07-19,Edmonds
18324,Jackson,Butler,MALE,2013-12-18,Langford
18325,Colleen,Xu,FEMALE,2013-03-01,Hobart
18326,Jay,Srini,MALE,2013-09-25,Matraville
18327,Jon,Sharma,MALE,2013-03-28,Berkeley
18328,Alvin,Rai,MALE,2013-10-09,Concord
18329,Marcus,Bailey,MALE,2013-01-30,N. Vancouver
18330,Kellie,Diaz,FEMALE,2013-03-14,Sunbury
18331,Jerry,Chande,MALE,2011-06-29,Cranbourne
18332,Emmanuel,Malhotra,MALE,2011-06-28,Cranbourne
18333,Meredith,Patel,FEMALE,2013-12-24,Caloundra
18334,Edwin,Ye,MALE,2011-06-06,Cloverdale
18335,Ricky,Diaz,MALE,2011-06-05,Gold Coast
18336,Carla,Gonzalez,FEMALE,2011-06-15,Malabar
18337,Audrey,Serrano,FEMALE,2011-06-03,Townsville
18338,Nina,Andersen,FEMALE,2011-06-04,Warrnambool
18339,Donna,Nath,FEMALE,2013-10-13,Bellflower
18340,Arianna,Cooper,FEMALE,2013-11-08,Berkeley
18341,Russell,Goel,MALE,2014-01-12,Coronado
18342,Victoria,James,FEMALE,2013-05-26,National City
18343,Dalton,Green,MALE,2013-08-16,Oakland
18344,Caleb,Turner,MALE,2013-10-19,Woodland Hills
18345,Samantha,Bryant,FEMALE,2013-10-27,Metchosin
18346,Anna,Flores,FEMALE,2013-02-20,Imperial Beach
18347,Alyssa,Clark,FEMALE,2013-07-18,Palo Alto
18348,Katelyn,Roberts,FEMALE,2013-02-25,San Gabriel
18349,Jacob,Robinson,MALE,2013-03-25,Spring Valley
18350,Emma,Ross,FEMALE,2013-10-20,West Covina
18351,Alexander,Smith,MALE,2013-11-23,Burlingame
18352,Noah,Thomas,MALE,2013-11-09,Chula Vista
18353,Robert,Anderson,MALE,2013-11-07,Renton
18354,Alvin,Nara,MALE,2013-04-23,Burlingame
18355,Edward,Foster,MALE,2013-08-09,Haney
18356,Alexander,Lee,MALE,2013-11-14,Sooke
18357,Trinity,Reed,FEMALE,2013-10-31,Issaquah
18358,Oscar,Coleman,MALE,2013-04-10,Downey
18359,Alexandria,Bryant,FEMALE,2014-01-11,Newport Beach
18360,Eric,Li,MALE,2013-09-29,Santa Cruz
18361,Marcus,Simmons,MALE,2013-10-07,West Covina
18362,Erin,Howard,FEMALE,2013-11-30,Cliffside
18363,Lucas,Ward,MALE,2013-12-20,Cliffside
18364,Eduardo,Gray,MALE,2013-03-10,Edmonds
18365,Daniel,Lewis,MALE,2013-06-03,Renton
18366,Alexandria,Richardson,FEMALE,2013-10-15,La Jolla
18367,Edwin,Wu,MALE,2014-01-16,Rhodes
18368,Austin,Hughes,MALE,2013-12-19,Cliffside
18369,Mandy,He,FEMALE,2013-10-12,Chula Vista
18370,Tristan,Flores,MALE,2013-10-14,Santa Cruz
18371,Jessica,Morgan,FEMALE,2013-10-10,Lynnwood
18372,Jeremiah,Thomas,MALE,2013-12-12,Westminster
18373,Stephanie,Roberts,FEMALE,2013-10-13,Beaverton
18374,Logan,King,MALE,2013-03-17,Puyallup
18375,Michelle,Morris,FEMALE,2013-12-20,Redwood City
18376,Abigail,Diaz,FEMALE,2013-12-16,Novato
18377,Madison,Robinson,FEMALE,2013-10-06,Metchosin
18378,Dalton,Foster,MALE,2013-12-01,Santa Monica
18379,Abigail,Robinson,FEMALE,2013-10-25,Port Hammond
18380,Kaitlyn,Kelly,FEMALE,2013-07-05,Milwaukie
18381,Katherine,Ward,FEMALE,2013-12-09,Chula Vista
18382,Isabella,Garcia,FEMALE,2013-08-07,Langley
18383,Natalie,Torres,FEMALE,2013-08-02,Marysville
18384,Nicole,Williams,FEMALE,2013-02-09,Port Orchard
18385,Miguel,Gonzalez,MALE,2014-01-14,Burbank
18386,Kevin,Shan,MALE,2013-12-10,El Cajon
18387,Carlos,Green,MALE,2013-04-03,National City
18388,Julia,Russell,FEMALE,2013-12-19,Spring Valley
18389,Marcus,Gray,MALE,2013-10-10,Cliffside
18390,Blake,Thompson,MALE,2013-06-06,Cliffside
18391,Jacqueline,Russell,FEMALE,2013-03-19,N. Vancouver
18392,Jasmine,Gonzales,FEMALE,2013-10-19,Royal Oak
18393,Angela,Ross,FEMALE,2013-12-02,Lake Oswego
18394,Sean,Wright,MALE,2013-12-16,Renton
18395,Xavier,Howard,MALE,2013-12-06,Woodburn
18396,Luke,Parker,MALE,2013-09-13,Yakima
18397,Louis,Anand,MALE,2013-11-07,Byron
18398,Geoffrey,Sanchez,MALE,2013-12-10,Colma
18399,Sara,Torres,FEMALE,2013-12-03,Concord
18400,Jeremiah,Jackson,MALE,2013-12-28,Grossmont
18401,Joshua,Jones,MALE,2013-10-27,Metchosin
18402,Kimberly,Kelly,FEMALE,2013-08-29,Ballard
18403,Madeline,Phillips,FEMALE,2013-12-26,Ballard
18404,Alicia,Raji,FEMALE,2013-09-13,Chehalis
18405,Sheila,Gutierrez,FEMALE,2013-07-22,Berkeley
18406,Zachary,Ross,MALE,2013-12-24,Imperial Beach
18407,Maria,Griffin,FEMALE,2013-04-06,Westminster
18408,Cody,West,MALE,2013-11-06,Burien
18409,Olivia,Washington,FEMALE,2013-09-29,Bellflower
18410,Joshua,Davis,MALE,2013-09-30,Imperial Beach
18411,Jack,Powell,MALE,2013-06-19,Westminster
18412,Mary,Parker,FEMALE,2013-12-20,El Cajon
18413,Samuel,Jackson,MALE,2013-12-24,Imperial Beach
18414,Gabrielle,Griffin,FEMALE,2013-10-07,Beaverton
18415,Summer,Mehta,FEMALE,2013-12-23,Burlingame
18416,Emma,Peterson,FEMALE,2013-12-04,Portland
